,Date,Location,Tour,Track,Album
14661,"February 12, 1988 ","Celebrity Theatre, Phoenix, AZ, USA",Appetite for Destruction,You're Crazy,Appetite for Destruction 
14662,"February 12, 1988 ","Celebrity Theatre, Phoenix, AZ, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14663,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14665,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14666,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14667,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14668,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14669,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14671,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14672,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14673,"February 10, 1988 ","Celebrity Theatre, Anaheim, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14674,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14676,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14677,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14678,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14680,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14681,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14683,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14684,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14686,"February 8, 1988 ","San Diego State University Montezuma Hall, San Diego, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14688,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14690,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14691,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14692,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14693,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14694,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14696,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14697,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14698,"February 5, 1988 ","The Warfield, San Francisco, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14701,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14702,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14703,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14704,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14705,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14707,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14708,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14709,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14711,"February 2, 1988 ","The Ritz, New York, NY, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14718,"January 31, 1988 ","The Limelight, New York, NY, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14719,"January 31, 1988 ","The Limelight, New York, NY, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14721,"January 31, 1988 ","The Limelight, New York, NY, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14724,"January 31, 1988 ","The Limelight, New York, NY, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14727,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14729,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14730,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14733,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14734,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14736,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14737,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14738,"January 21, 1988 ","The Cathouse, Hollywood, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14749,[delete,"Santa Monica Civic Auditorium, Santa Monica, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14750,[delete,"Santa Monica Civic Auditorium, Santa Monica, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14751,[delete,"Santa Monica Civic Auditorium, Santa Monica, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14753,[delete,"Santa Monica Civic Auditorium, Santa Monica, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14756,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14758,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14759,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14760,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14762,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14763,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14765,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14766,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,You're Crazy,Appetite for Destruction 
14767,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14768,"December 30, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14771,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14773,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14774,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14775,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14776,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14777,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14779,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14781,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14782,"December 28, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14785,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14787,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14788,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14789,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14791,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14792,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14794,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,You're Crazy,Appetite for Destruction 
14795,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14796,"December 27, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14801,"December 26, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14802,"December 26, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14804,"December 26, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14805,"December 26, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14806,"December 26, 1987 ","Perkins Palace, Pasadena, CA, USA",Appetite for Destruction,Rocket Queen,Appetite for Destruction 
14808,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14809,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14812,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14814,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14815,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14816,"December 19, 1987 ","Dane County Coliseum, Madison, WI, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14817,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14818,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14819,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14820,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14821,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14823,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14824,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14825,"December 18, 1987 ","UIC Pavilion, Chicago, IL, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14826,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14827,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14828,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14829,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14830,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14832,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14833,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14834,"December 17, 1987 ","Roy Wilkins Auditorium, St. Paul, MN, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14837,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14838,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14839,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14840,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14841,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14843,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14844,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14845,"December 5, 1987 ","Sam Houston Coliseum, Houston, TX, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14846,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14847,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14848,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14849,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14850,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
14851,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Welcome to the Jungle,Appetite for Destruction 
14852,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Nightrain,Appetite for Destruction 
14853,"December 4, 1987 ","Fair Park Coliseum, Dallas, TX, USA",Appetite for Destruction,Paradise City,Appetite for Destruction 
14854,"November 29, 1987 ","Sportatorium, Hollywood, FL, USA",Appetite for Destruction,It's So Easy,Appetite for Destruction 
14855,"November 29, 1987 ","Sportatorium, Hollywood, FL, USA",Appetite for Destruction,Out Ta Get Me,Appetite for Destruction 
14856,"November 29, 1987 ","Sportatorium, Hollywood, FL, USA",Appetite for Destruction,Mr. Brownstone,Appetite for Destruction 
14857,"November 29, 1987 ","Sportatorium, Hollywood, FL, USA",Appetite for Destruction,Sweet Child O' Mine,Appetite for Destruction 
14858,"November 29, 1987 ","Sportatorium, Hollywood, FL, USA",Appetite for Destruction,My Michelle,Appetite for Destruction 
